,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
13239,-117.66,307100.0,405.0,17.0,3229.0,1,407.0,1289.0,63.842,34.13
13240,-117.67,191700.0,495.0,15.0,3162.0,1,473.0,1145.0,53.525,34.12
13241,-117.66,254100.0,554.0,19.0,3995.0,1,509.0,1523.0,6.075,34.13
13242,-117.66,390500.0,278.0,22.0,2272.0,1,305.0,933.0,88.204,34.12
13243,-117.65,406700.0,490.0,9.0,3877.0,1,490.0,1815.0,84.839,34.14
13244,-117.65,255900.0,296.0,24.0,2121.0,1,302.0,913.0,59.328,34.13
13245,-117.65,242700.0,427.0,17.0,3006.0,1,406.0,1291.0,62.083,34.12
13246,-117.63,226800.0,775.0,4.0,4323.0,1,663.0,1479.0,60.758,34.12
13247,-117.64,202900.0,534.0,18.0,3605.0,1,480.0,1682.0,58.407,34.12
13248,-117.65,176600.0,634.0,29.0,2927.0,1,623.0,1710.0,36.219,34.11
13249,-117.64,146900.0,420.0,16.0,2129.0,1,379.0,932.0,25.868000000000002,34.11
13250,-117.63,165600.0,428.0,30.0,2674.0,1,456.0,1404.0,42.968999999999994,34.11
13251,-117.69,119300.0,522.0,16.0,2427.0,1,491.0,794.0,26.929000000000002,34.11
13252,-117.68,259400.0,321.0,16.0,2181.0,1,350.0,1133.0,57.214,34.12
13253,-117.68,208600.0,471.0,16.0,3190.0,1,464.0,1414.0,55.292,34.11
13254,-117.66,251100.0,541.0,16.0,3853.0,1,497.0,1726.0,61.195,34.12
13255,-117.66,230500.0,661.0,19.0,3445.0,1,580.0,1635.0,50.681000000000004,34.11
13256,-117.65,239000.0,340.0,27.0,2298.0,1,369.0,1071.0,65.587,34.12
13257,-117.65,233500.0,370.0,28.0,2788.0,1,385.0,1140.0,53.368,34.11
13258,-117.69,137500.0,1035.0,17.0,3759.0,1,847.0,1722.0,26.074,34.1
13259,-117.68,163000.0,1796.0,11.0,7392.0,1,1621.0,3841.0,28.326,34.1
13260,-117.67,174000.0,248.0,28.0,1263.0,1,219.0,601.0,3.875,34.1
13261,-117.67,155700.0,605.0,19.0,2969.0,1,573.0,1326.0,43.438,34.1
13262,-117.65,136400.0,365.0,19.0,1688.0,1,322.0,622.0,3.6,34.1
13263,-117.66,145300.0,345.0,37.0,1971.0,1,358.0,939.0,34.634,34.1
13264,-117.66,150000.0,553.0,26.0,1855.0,1,536.0,1109.0,22.429000000000002,34.1
13265,-117.65,106000.0,341.0,30.0,1461.0,1,345.0,1014.0,24.666999999999998,34.1
13266,-117.68,148800.0,334.0,22.0,1547.0,1,316.0,773.0,29.811999999999998,34.09
13267,-117.67,101000.0,1256.0,17.0,4418.0,1,1094.0,2417.0,27.266,34.09
13268,-117.66,166300.0,200.0,26.0,1151.0,1,188.0,593.0,36.667,34.09
13269,-117.66,162500.0,496.0,20.0,2462.0,1,458.0,1117.0,32.321,34.09
13270,-117.66,151500.0,313.0,23.0,1426.0,1,319.0,954.0,30.357,34.09
13271,-117.65,145600.0,396.0,33.0,2446.0,1,412.0,1209.0,43.958,34.09
13272,-117.62,158800.0,516.0,20.0,3216.0,1,524.0,1655.0,51.261,34.13
13273,-117.62,243900.0,311.0,17.0,1869.0,1,262.0,831.0,6.148,34.11
13274,-117.62,192800.0,414.0,31.0,2561.0,1,435.0,1204.0,44.637,34.11
13275,-117.63,122800.0,1209.0,15.0,4799.0,1,1057.0,2554.0,26.581999999999997,34.1
13276,-117.63,114100.0,890.0,8.0,3557.0,1,765.0,2251.0,26.818,34.09
13277,-117.64,121300.0,659.0,34.0,2839.0,1,631.0,1822.0,3.05,34.09
13278,-117.65,116300.0,281.0,46.0,1214.0,1,294.0,701.0,27.083000000000002,34.09
13279,-117.65,115800.0,337.0,44.0,1526.0,1,326.0,831.0,30.284000000000002,34.1
13280,-117.65,139300.0,585.0,44.0,2808.0,1,550.0,1444.0,27.159000000000002,34.1
13281,-117.68,137300.0,1185.0,21.0,5662.0,1,1055.0,3067.0,33.482,34.08
13282,-117.68,137200.0,492.0,28.0,2459.0,1,498.0,1230.0,30.978,34.08
13283,-117.67,123400.0,388.0,29.0,1840.0,1,368.0,1278.0,35.036,34.07
13284,-117.68,135000.0,692.0,24.0,2626.0,1,647.0,2204.0,17.805999999999997,34.07
13285,-117.68,121300.0,314.0,32.0,1775.0,1,302.0,1067.0,40.375,34.07
13286,-117.65,166400.0,391.0,35.0,2621.0,1,391.0,1074.0,47.176,34.08
13287,-117.65,144900.0,572.0,38.0,2750.0,1,483.0,1410.0,33.836,34.08
13288,-117.66,139600.0,511.0,37.0,2454.0,1,504.0,1165.0,29.474,34.07
13289,-117.66,114900.0,952.0,24.0,4043.0,1,859.0,2174.0,22.244,34.06
13290,-117.66,137000.0,408.0,36.0,2072.0,1,395.0,964.0,28.701999999999998,34.07
13291,-117.66,138100.0,409.0,33.0,2081.0,1,375.0,1008.0,2.5869999999999997,34.07
13292,-117.66,141000.0,236.0,36.0,1485.0,1,261.0,623.0,33.036,34.08
13293,-117.66,157200.0,590.0,33.0,3659.0,1,615.0,1773.0,39.227,34.08
13294,-117.64,130400.0,468.0,37.0,2576.0,1,428.0,1284.0,33.958,34.08
13295,-117.64,122800.0,379.0,43.0,1970.0,1,391.0,1036.0,32.083,34.07
13296,-117.65,144300.0,439.0,52.0,2264.0,1,437.0,1031.0,3.375,34.08
13297,-117.65,158200.0,258.0,40.0,1609.0,1,242.0,624.0,54.68899999999999,34.08
13298,-117.64,118000.0,241.0,35.0,1254.0,1,253.0,729.0,3.495,34.08
13299,-117.64,122600.0,455.0,33.0,1987.0,1,475.0,1369.0,24.464000000000002,34.08
13300,-117.63,111700.0,371.0,38.0,1810.0,1,354.0,1257.0,38.355,34.08
13301,-117.63,106700.0,511.0,39.0,2650.0,1,495.0,1537.0,34.431999999999995,34.07
13302,-117.62,127000.0,811.0,15.0,4061.0,1,734.0,2884.0,33.936,34.07
13303,-117.62,116300.0,235.0,30.0,1372.0,1,225.0,1047.0,31.596999999999998,34.08
13304,-117.63,126200.0,816.0,19.0,3490.0,1,688.0,2818.0,28.976999999999997,34.09
13305,-117.62,132000.0,595.0,26.0,3271.0,1,566.0,2259.0,40.139,34.09
13306,-117.62,111800.0,631.0,22.0,2626.0,1,557.0,1678.0,3.125,34.08
13307,-117.62,136000.0,554.0,24.0,2801.0,1,529.0,2064.0,44.946000000000005,34.08
13308,-117.61,128800.0,736.0,20.0,3550.0,1,681.0,2229.0,30.199,34.08
13309,-117.61,135500.0,362.0,23.0,1945.0,1,383.0,1483.0,44.205,34.09
13310,-117.61,144000.0,391.0,11.0,2000.0,1,426.0,1503.0,46.167,34.09
13311,-117.61,158700.0,538.0,12.0,4427.0,1,843.0,2400.0,47.147,34.08
13312,-117.6,159800.0,460.0,15.0,2700.0,1,449.0,1432.0,49.063,34.08
13313,-117.65,113200.0,651.0,35.0,2501.0,1,591.0,1182.0,14.464,34.07
13314,-117.65,117200.0,252.0,52.0,1041.0,1,231.0,558.0,19.236,34.07
13315,-117.65,112500.0,130.0,41.0,465.0,1,138.0,349.0,20.893,34.06
13316,-117.62,128900.0,1599.0,16.0,6009.0,1,1389.0,5110.0,25.677,34.07
13317,-117.64,98100.0,713.0,30.0,2787.0,1,693.0,2647.0,22.765,34.07
13318,-117.64,111200.0,544.0,38.0,2450.0,1,536.0,1823.0,2.8369999999999997,34.07
13319,-117.64,108300.0,372.0,52.0,1644.0,1,355.0,1269.0,26.913,34.07
13320,-117.67,110400.0,429.0,26.0,1592.0,1,365.0,1182.0,24.583000000000002,34.06
13321,-117.66,91800.0,339.0,39.0,1405.0,1,336.0,1489.0,1.608,34.06
13322,-117.65,90500.0,334.0,41.0,1171.0,1,334.0,1479.0,2.25,34.06
13323,-117.64,79200.0,219.0,43.0,763.0,1,198.0,851.0,17.292,34.06
13324,-117.64,85700.0,143.0,50.0,637.0,1,147.0,590.0,19.659000000000002,34.06
13325,-117.63,88300.0,310.0,39.0,1210.0,1,303.0,1294.0,23.636,34.06
13326,-117.66,104000.0,520.0,36.0,2341.0,1,523.0,2138.0,23.346999999999998,34.05
13327,-117.66,108600.0,216.0,33.0,960.0,1,222.0,831.0,25.391,34.05
13328,-117.66,113600.0,1119.0,6.0,5129.0,1,949.0,2533.0,3.625,34.05
13329,-117.67,162000.0,501.0,16.0,3260.0,1,535.0,1973.0,46.563,34.04
13330,-117.66,147600.0,348.0,16.0,2081.0,1,356.0,1332.0,47.872,34.04
13331,-117.66,147500.0,525.0,14.0,2644.0,1,511.0,2021.0,36.467,34.05
13332,-117.65,151000.0,538.0,15.0,3393.0,1,611.0,2039.0,39.336,34.04
13333,-117.66,159900.0,695.0,10.0,3657.0,1,663.0,2079.0,42.053999999999995,34.04
13334,-117.67,167500.0,628.0,6.0,2833.0,1,589.0,1717.0,32.062,34.05
13335,-117.67,194300.0,374.0,13.0,2295.0,1,378.0,1284.0,52.551,34.04
13336,-117.67,99700.0,538.0,13.0,1543.0,1,358.0,776.0,30.598000000000003,34.04
13337,-117.68,186500.0,103.0,27.0,574.0,1,103.0,321.0,39.107,34.04
13338,-117.65,159100.0,411.0,9.0,2107.0,1,389.0,1138.0,44.042,34.02
13339,-117.66,185500.0,345.0,14.0,2137.0,1,352.0,1151.0,5.752999999999999,34.03
13340,-117.67,178500.0,524.0,16.0,3042.0,1,475.0,1516.0,48.906000000000006,34.02
13341,-117.66,207900.0,504.0,11.0,3358.0,1,482.0,1690.0,67.544,34.02
13342,-117.65,149100.0,903.0,15.0,4420.0,1,858.0,2373.0,3.449,34.03
13343,-117.65,100000.0,607.0,28.0,2360.0,1,592.0,2623.0,25.048000000000002,34.04
13344,-117.64,96900.0,251.0,32.0,1129.0,1,268.0,1378.0,30.057,34.05
13345,-117.64,95700.0,362.0,27.0,1407.0,1,350.0,1684.0,21.944000000000003,34.05
13346,-117.64,137000.0,382.0,11.0,2050.0,1,371.0,1044.0,48.281000000000006,34.03
13347,-117.64,102500.0,507.0,21.0,1801.0,1,484.0,2556.0,24.715999999999998,34.04
13348,-117.64,159100.0,579.0,10.0,3194.0,1,549.0,2088.0,41.778999999999996,34.03
13349,-117.64,158000.0,930.0,10.0,4887.0,1,831.0,2637.0,40.611,34.02
13350,-117.63,175400.0,729.0,13.0,4864.0,1,723.0,2780.0,56.168,34.02
13351,-117.62,195100.0,587.0,9.0,4265.0,1,589.0,2280.0,55.632,34.02
13352,-117.62,176000.0,661.0,15.0,3942.0,1,621.0,2240.0,48.31100000000001,34.03
13353,-117.62,164100.0,325.0,16.0,2040.0,1,324.0,1207.0,50.431000000000004,34.02
13354,-117.61,170300.0,346.0,15.0,1791.0,1,328.0,1219.0,38.125,34.02
13355,-117.6,160400.0,348.0,16.0,2103.0,1,356.0,1305.0,52.849,34.02
13356,-117.6,175400.0,232.0,16.0,1499.0,1,239.0,918.0,55.677,34.03
13357,-117.62,103600.0,211.0,33.0,883.0,1,210.0,1007.0,28.281,34.05
13358,-117.61,150200.0,766.0,8.0,4116.0,1,745.0,1785.0,31.671999999999997,34.04
13359,-117.66,202300.0,871.0,12.0,5616.0,1,782.0,3019.0,55.425,34.02
13360,-117.64,416700.0,47.0,6.0,248.0,1,42.0,119.0,2.125,34.02
13361,-117.61,500000.0,41.0,25.0,352.0,1,34.0,99.0,39.696,34.01
13362,-117.61,275000.0,9.0,8.0,63.0,1,7.0,25.0,77.197,34.02
13363,-117.64,181300.0,152.0,29.0,1005.0,1,149.0,513.0,24.375,33.99
13364,-117.66,201100.0,236.0,5.0,1387.0,1,270.0,855.0,5.4110000000000005,34.0
13365,-117.6,225000.0,199.0,26.0,1225.0,1,204.0,717.0,27.284000000000002,33.98
13366,-117.63,183300.0,95.0,36.0,447.0,1,85.0,2886.0,42.578,33.94
13367,-117.58,245200.0,1516.0,2.0,7544.0,1,1001.0,2801.0,40.037,34.0
13368,-117.57,343100.0,2219.0,3.0,12806.0,1,1499.0,4249.0,5.485,34.15
13369,-117.57,225200.0,879.0,5.0,6135.0,1,781.0,2795.0,59.369,34.13
13370,-117.54,181800.0,2819.0,4.0,17577.0,1,2473.0,7766.0,51.333,34.12
13371,-117.54,131500.0,374.0,16.0,2114.0,1,399.0,1463.0,39.241,34.11
13372,-117.51,191700.0,381.0,21.0,2455.0,1,327.0,1094.0,46.437,34.14
13373,-117.5,191700.0,1802.0,2.0,11965.0,1,1296.0,4436.0,5.285,34.12
13374,-117.51,315000.0,98.0,2.0,718.0,1,50.0,119.0,4.1,34.16
13375,-117.55,206300.0,919.0,3.0,5710.0,1,886.0,2874.0,53.638000000000005,34.14
13376,-117.59,361400.0,1181.0,10.0,9467.0,1,1122.0,3819.0,78.252,34.16
13377,-117.58,231700.0,1745.0,7.0,11818.0,1,1600.0,5499.0,53.678000000000004,34.14
13378,-117.62,311500.0,1704.0,16.0,13556.0,1,1668.0,5669.0,65.138,34.15
13379,-117.61,245600.0,2485.0,14.0,15809.0,1,2410.0,7363.0,55.198,34.14
13380,-117.61,164600.0,1386.0,21.0,8416.0,1,1341.0,4308.0,44.611000000000004,34.13
13381,-117.61,156900.0,1198.0,17.0,6709.0,1,1161.0,3954.0,46.997,34.12
13382,-117.59,169600.0,3915.0,10.0,20263.0,1,3744.0,9716.0,38.505,34.13
13383,-117.58,157600.0,2055.0,14.0,11635.0,1,2009.0,6443.0,47.547,34.11
13384,-117.6,155700.0,1062.0,18.0,6025.0,1,1028.0,3360.0,48.888999999999996,34.11
13385,-117.56,178700.0,1271.0,4.0,6956.0,1,1228.0,3455.0,47.193000000000005,34.12
13386,-117.56,181300.0,1210.0,4.0,5351.0,1,1101.0,2988.0,37.973,34.12
13387,-117.61,132600.0,4095.0,9.0,18956.0,1,3832.0,10323.0,36.033,34.1
13388,-117.59,139300.0,1035.0,17.0,3646.0,1,895.0,1987.0,23.603,34.1
13389,-117.58,127800.0,1584.0,4.0,6360.0,1,1396.0,3359.0,35.186,34.1
13390,-117.58,100800.0,200.0,27.0,754.0,1,185.0,746.0,19.531,34.09
13391,-117.59,120400.0,465.0,16.0,2401.0,1,500.0,1757.0,39.755,34.09
13392,-117.57,118800.0,580.0,4.0,2152.0,1,441.0,1083.0,31.458000000000002,34.07
13393,-117.59,161400.0,562.0,16.0,3443.0,1,564.0,2130.0,50.769,34.03
13394,-117.59,152500.0,261.0,14.0,1463.0,1,245.0,881.0,47.857,34.02
13395,-117.58,174800.0,1092.0,4.0,5998.0,1,1042.0,3182.0,52.692,34.02
13396,-117.57,158900.0,1311.0,5.0,6933.0,1,1285.0,3845.0,46.727,34.02
13397,-117.53,116400.0,1303.0,18.0,5605.0,1,1145.0,4028.0,29.386,34.06
13398,-117.53,103000.0,488.0,5.0,2185.0,1,458.0,1379.0,37.917,34.1
13399,-117.42,141900.0,1796.0,4.0,11587.0,1,1705.0,5804.0,48.283,34.13
13400,-117.43,134100.0,1071.0,7.0,5954.0,1,1070.0,3567.0,32.056,34.12
13401,-117.45,119000.0,965.0,16.0,5058.0,1,878.0,3388.0,36.417,34.13
13402,-117.46,116100.0,131.0,10.0,714.0,1,119.0,381.0,0.8926,34.14
13403,-117.47,141000.0,1767.0,6.0,10565.0,1,1555.0,5690.0,41.797,34.12
13404,-117.46,93500.0,226.0,35.0,908.0,1,203.0,667.0,25.833000000000002,34.1
13405,-117.46,108800.0,473.0,7.0,1759.0,1,328.0,1064.0,19.583,34.1
13406,-117.46,101600.0,963.0,8.0,4711.0,1,988.0,3310.0,35.488,34.09
13407,-117.48,99200.0,630.0,32.0,3170.0,1,580.0,2612.0,36.394,34.09
13408,-117.48,98600.0,328.0,32.0,1650.0,1,290.0,1124.0,31.838,34.09
13409,-117.48,90600.0,531.0,30.0,2287.0,1,503.0,1796.0,25.833000000000002,34.1
13410,-117.46,120700.0,750.0,18.0,3830.0,1,702.0,2767.0,36.602,34.08
13411,-117.46,113400.0,572.0,19.0,3155.0,1,642.0,2482.0,29.973000000000003,34.07
13412,-117.48,117400.0,382.0,28.0,1922.0,1,340.0,1565.0,3.915,34.08
13413,-117.48,106400.0,390.0,17.0,1834.0,1,357.0,1253.0,31.028000000000002,34.08
13414,-117.47,112500.0,227.0,24.0,1017.0,1,187.0,568.0,15.972000000000001,34.07
13415,-117.42,143100.0,495.0,27.0,2532.0,1,436.0,1305.0,29.107,34.06
13416,-117.46,195600.0,478.0,24.0,2831.0,1,435.0,1582.0,43.397,34.06
13417,-117.47,125000.0,273.0,33.0,1379.0,1,229.0,884.0,27.574,34.06
13418,-117.49,207700.0,249.0,20.0,1483.0,1,194.0,660.0,39.464,34.05
13419,-117.5,154700.0,665.0,5.0,3958.0,1,666.0,2456.0,51.647,34.04
13420,-117.5,143400.0,649.0,4.0,3428.0,1,632.0,2158.0,50.175,34.04
13421,-117.49,143700.0,1170.0,4.0,6034.0,1,1098.0,3527.0,41.775,34.04
13422,-117.46,147300.0,2315.0,3.0,12870.0,1,1759.0,5820.0,42.428999999999995,34.04
13423,-117.38,161400.0,1493.0,11.0,10804.0,1,1482.0,5221.0,5.246,34.14
13424,-117.4,149200.0,1864.0,4.0,12156.0,1,1524.0,5020.0,47.909,34.15
13425,-117.4,181800.0,254.0,16.0,1769.0,1,251.0,1778.0,53.67100000000001,34.18
13426,-117.38,137500.0,45.0,16.0,193.0,1,76.0,312.0,37.578,34.2
13427,-117.45,121700.0,1244.0,7.0,6356.0,1,1164.0,4052.0,29.112,34.11
13428,-117.45,105800.0,1017.0,9.0,4288.0,1,900.0,3156.0,27.826999999999998,34.1
13429,-117.45,91100.0,1316.0,6.0,5571.0,1,1154.0,4048.0,20.308,34.1
13430,-117.42,111900.0,893.0,25.0,4261.0,1,702.0,2319.0,33.958,34.11
13431,-117.42,115400.0,809.0,18.0,3977.0,1,742.0,2231.0,41.398999999999994,34.1
13432,-117.43,99500.0,265.0,34.0,1345.0,1,290.0,834.0,37.010999999999996,34.1
13433,-117.43,109800.0,884.0,17.0,4109.0,1,780.0,2544.0,27.756999999999998,34.11
13434,-117.43,89900.0,418.0,43.0,1898.0,1,366.0,971.0,24.735,34.1
13435,-117.44,95100.0,400.0,43.0,1614.0,1,349.0,926.0,2.075,34.1
13436,-117.44,97400.0,831.0,24.0,3477.0,1,753.0,2541.0,23.682,34.09
13437,-117.44,113800.0,828.0,12.0,3598.0,1,781.0,2588.0,2.375,34.09
13438,-117.44,116400.0,992.0,15.0,5024.0,1,981.0,3208.0,36.025,34.08
13439,-117.42,128300.0,525.0,28.0,3193.0,1,523.0,1750.0,41.375,34.09
13440,-117.42,127700.0,419.0,28.0,2300.0,1,444.0,1312.0,34.844,34.08
13441,-117.43,127400.0,560.0,31.0,3207.0,1,538.0,1582.0,4.263,34.08
13442,-117.43,120200.0,632.0,18.0,3172.0,1,573.0,1621.0,27.436999999999998,34.09
13443,-117.42,127500.0,930.0,21.0,4460.0,1,839.0,2657.0,27.569000000000003,34.08
13444,-117.43,121700.0,1187.0,13.0,4563.0,1,1019.0,2475.0,21.189,34.08
13445,-117.45,113500.0,639.0,21.0,3465.0,1,628.0,2292.0,33.553000000000004,34.07
13446,-117.43,95300.0,537.0,18.0,2453.0,1,500.0,1503.0,23.768,34.07
13447,-117.41,105500.0,1550.0,12.0,6758.0,1,1279.0,3204.0,25.180999999999997,34.11
13448,-117.41,92000.0,1139.0,5.0,4937.0,1,812.0,2204.0,25.272,34.1
13449,-117.4,105400.0,667.0,21.0,3622.0,1,720.0,2503.0,38.531,34.08
13450,-117.41,95600.0,290.0,38.0,1541.0,1,299.0,861.0,35.655,34.08
13451,-117.41,130600.0,587.0,21.0,3300.0,1,572.0,1896.0,36.466,34.09
13452,-117.41,102000.0,251.0,29.0,1362.0,1,253.0,776.0,31.287,34.1
13453,-117.41,105500.0,772.0,29.0,3999.0,1,760.0,2602.0,35.481,34.11
13454,-117.4,128100.0,347.0,14.0,1933.0,1,376.0,1443.0,42.121,34.11
13455,-117.39,138900.0,457.0,5.0,2987.0,1,485.0,1821.0,48.888999999999996,34.11
13456,-117.39,132700.0,181.0,16.0,1140.0,1,206.0,627.0,49.443999999999996,34.11
13457,-117.38,96300.0,264.0,36.0,1497.0,1,275.0,894.0,33.066,34.11
13458,-117.38,101200.0,662.0,32.0,3179.0,1,661.0,1878.0,31.375,34.11
13459,-117.39,103800.0,1516.0,12.0,7184.0,1,1235.0,4862.0,24.491999999999997,34.1
13460,-117.39,112500.0,211.0,19.0,1000.0,1,230.0,572.0,24.028000000000002,34.1
13461,-117.39,119800.0,398.0,9.0,2228.0,1,370.0,1316.0,41.632,34.13
13462,-117.38,112900.0,510.0,13.0,2903.0,1,510.0,1844.0,37.198,34.13
13463,-117.37,118500.0,470.0,17.0,2681.0,1,459.0,1621.0,3.875,34.13
13464,-117.38,107800.0,300.0,23.0,1326.0,1,263.0,722.0,21.855999999999998,34.13
13465,-117.37,140800.0,493.0,12.0,1893.0,1,389.0,1054.0,23.456,34.13
13466,-117.38,105200.0,1208.0,17.0,5959.0,1,1088.0,4115.0,24.053,34.12
13467,-117.39,140500.0,780.0,7.0,5059.0,1,801.0,3253.0,49.196000000000005,34.12
13468,-117.38,127600.0,815.0,8.0,3955.0,1,725.0,2184.0,33.438,34.09
13469,-117.36,95500.0,631.0,32.0,3616.0,1,593.0,2131.0,32.879,34.09
13470,-117.37,115000.0,404.0,17.0,2029.0,1,437.0,1190.0,29.554000000000002,34.08
13471,-117.38,112600.0,1139.0,11.0,5684.0,1,1036.0,3095.0,36.875,34.08
13472,-117.38,122400.0,191.0,6.0,1156.0,1,234.0,910.0,49.091,34.07
13473,-117.37,262500.0,9.0,52.0,50.0,1,16.0,60.0,4.125,34.07
13474,-117.36,125800.0,1832.0,4.0,8866.0,1,1554.0,4775.0,37.348,34.08
13475,-117.4,133200.0,993.0,5.0,6190.0,1,963.0,3615.0,44.034,34.09
13476,-117.39,130700.0,945.0,10.0,5736.0,1,932.0,3528.0,43.958,34.09
13477,-117.39,122700.0,331.0,15.0,1966.0,1,323.0,1118.0,38.558,34.07
13478,-117.39,96800.0,277.0,26.0,1387.0,1,239.0,664.0,30.278000000000002,34.07
13479,-117.4,88100.0,659.0,28.0,2879.0,1,554.0,1661.0,2.066,34.07
13480,-117.37,86100.0,447.0,44.0,2087.0,1,423.0,1270.0,23.889,34.1
13481,-117.37,91300.0,855.0,10.0,3404.0,1,675.0,1656.0,16.977,34.1
13482,-117.35,126500.0,889.0,22.0,5640.0,1,887.0,3157.0,41.581,34.12
13483,-117.36,107100.0,521.0,35.0,2969.0,1,503.0,1555.0,3.25,34.11
13484,-117.37,118200.0,568.0,32.0,3190.0,1,512.0,1614.0,38.398,34.12
13485,-117.37,133200.0,1043.0,18.0,5877.0,1,1002.0,3114.0,40.294000000000004,34.13
13486,-117.35,132000.0,570.0,26.0,3920.0,1,552.0,1862.0,37.286,34.13
13487,-117.36,87600.0,637.0,29.0,2819.0,1,608.0,1683.0,23.205,34.1
13488,-117.36,88600.0,531.0,31.0,2587.0,1,489.0,1227.0,23.578000000000003,34.1
13489,-117.36,92800.0,343.0,33.0,1904.0,1,338.0,1366.0,36.227,34.1
13490,-117.38,112300.0,569.0,17.0,3139.0,1,516.0,1612.0,33.571,34.06
13491,-117.4,101600.0,1008.0,17.0,5451.0,1,940.0,3533.0,39.191,34.06
13492,-117.4,81800.0,334.0,17.0,1906.0,1,338.0,1550.0,3.025,34.04
13493,-117.39,96400.0,549.0,27.0,2919.0,1,564.0,1841.0,28.682,34.04
13494,-117.35,146800.0,522.0,14.0,2991.0,1,537.0,1729.0,35.139,34.04
13495,-117.35,79200.0,372.0,28.0,1905.0,1,341.0,1480.0,29.844,34.17
13496,-117.34,72700.0,354.0,31.0,1606.0,1,335.0,1049.0,21.935,34.16
13497,-117.33,67800.0,333.0,28.0,1473.0,1,312.0,1196.0,16.993,34.15
13498,-117.32,66600.0,353.0,32.0,1691.0,1,329.0,1457.0,18.438,34.14
13499,-117.33,69700.0,391.0,29.0,1646.0,1,351.0,1296.0,19.423,34.14
13500,-117.34,81600.0,393.0,37.0,1834.0,1,348.0,1198.0,2.225,34.14
13501,-117.35,84500.0,552.0,32.0,2699.0,1,551.0,2086.0,22.974,34.15
13502,-117.35,73400.0,348.0,36.0,1717.0,1,279.0,1054.0,24.444000000000003,34.16
13503,-117.32,70400.0,409.0,41.0,1837.0,1,344.0,1430.0,24.524,34.13
13504,-117.32,70500.0,574.0,37.0,2868.0,1,563.0,2055.0,23.508000000000003,34.12
13505,-117.32,66400.0,498.0,39.0,2210.0,1,477.0,1752.0,14.065999999999999,34.12
13506,-117.33,69000.0,219.0,33.0,933.0,1,211.0,838.0,13.417,34.12
13507,-117.33,93200.0,363.0,30.0,2335.0,1,311.0,1214.0,22.449,34.13
13508,-117.33,72400.0,740.0,18.0,3009.0,1,659.0,2317.0,16.375,34.13
13509,-117.34,70600.0,286.0,29.0,1494.0,1,280.0,991.0,2.125,34.13
13510,-117.34,70300.0,85.0,29.0,331.0,1,107.0,341.0,0.7069,34.13
13511,-117.32,68100.0,337.0,38.0,1462.0,1,324.0,1208.0,22.604,34.11
13512,-117.32,67300.0,302.0,41.0,1229.0,1,270.0,994.0,14.890999999999998,34.11
13513,-117.33,70400.0,385.0,38.0,1703.0,1,363.0,1356.0,20.391,34.12
13514,-117.34,105600.0,164.0,26.0,1008.0,1,196.0,568.0,33.516,34.12
13515,-117.34,90600.0,566.0,29.0,2912.0,1,518.0,2188.0,32.656,34.11
13516,-117.35,88400.0,388.0,34.0,2104.0,1,365.0,1578.0,30.833000000000002,34.11
13517,-117.34,103800.0,2445.0,14.0,11827.0,1,2299.0,6640.0,24.878,34.1
13518,-117.35,111500.0,1224.0,14.0,5983.0,1,1150.0,3255.0,25.901999999999997,34.09
13519,-117.35,133200.0,1605.0,5.0,9269.0,1,1519.0,4916.0,44.367,34.2
13520,-117.38,221300.0,122.0,16.0,774.0,1,136.0,489.0,57.628,34.22
13521,-117.41,164300.0,181.0,20.0,1160.0,1,188.0,543.0,52.071999999999996,34.24
13522,-117.41,155000.0,131.0,17.0,889.0,1,141.0,439.0,61.426,34.23
13523,-117.28,122200.0,603.0,26.0,3106.0,1,576.0,1396.0,31.736,34.17
13524,-117.28,86800.0,888.0,26.0,3728.0,1,727.0,1765.0,17.456,34.17
13525,-117.29,88300.0,847.0,35.0,4174.0,1,778.0,2127.0,32.232,34.17
13526,-117.3,111100.0,425.0,28.0,2685.0,1,420.0,1304.0,43.676,34.18
13527,-117.3,89700.0,573.0,30.0,2483.0,1,438.0,1172.0,1.875,34.17
13528,-117.31,87100.0,596.0,25.0,2795.0,1,569.0,1650.0,30.078000000000003,34.17
13529,-117.32,106500.0,1287.0,6.0,5661.0,1,1162.0,2943.0,36.361999999999995,34.17
13530,-117.3,137100.0,381.0,19.0,2526.0,1,381.0,1176.0,55.136,34.18
13531,-117.32,109000.0,182.0,6.0,1068.0,1,188.0,999.0,47.222,34.19
13532,-117.34,124900.0,481.0,7.0,2914.0,1,499.0,1584.0,46.312,34.18
13533,-117.33,119900.0,1140.0,5.0,4718.0,1,1056.0,2564.0,29.877,34.17
13534,-117.33,106300.0,665.0,13.0,3616.0,1,620.0,2189.0,37.949,34.17
13535,-117.32,131000.0,139.0,9.0,711.0,1,152.0,316.0,40.156,34.16
13536,-117.31,122200.0,1307.0,7.0,5747.0,1,1147.0,2578.0,33.281,34.15
13537,-117.3,115000.0,282.0,33.0,1607.0,1,260.0,608.0,43.438,34.15
13538,-117.3,88000.0,163.0,38.0,740.0,1,138.0,332.0,24.107,34.15
13539,-117.3,85500.0,199.0,40.0,961.0,1,182.0,509.0,2.06,34.15
13540,-117.3,89000.0,335.0,39.0,1781.0,1,320.0,841.0,19.432000000000002,34.14
13541,-117.31,86100.0,273.0,44.0,1487.0,1,281.0,972.0,32.292,34.14
