"X","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","dbscan","kmeans","som"
10835,-117.92,245600,454,25,2017,0,428,1024,44.732,33.68,3,5,1
10836,-117.93,264200,432,33,2664,0,429,1197,5.069,33.68,3,5,1
10837,-117.94,374200,539,26,4183,0,520,1504,74.056,33.68,3,3,1
10838,-117.92,430900,1679,14,6224,0,1589,3148,42.071,33.67,0,2,2
10839,-117.93,414700,250,18,2043,0,246,702,96.062,33.66,3,3,1
10840,-117.93,213000,1546,26,5831,0,1477,4738,31.483,33.65,3,2,2
10841,-117.91,229500,426,30,2704,0,423,1289,52.815,33.69,3,5,1
10842,-117.91,218400,2276,16,7961,0,2116,5014,3.512,33.67,0,4,2
10843,-117.9,249200,1159,25,7060,0,1139,3903,48.359,33.68,3,2,2
10844,-117.9,266100,393,26,2507,0,392,1333,61.601,33.67,3,5,1
10845,-117.89,260300,504,26,2905,0,491,1452,50.853,33.68,3,5,1
10846,-117.9,275900,98,25,639,0,93,311,66.833,33.67,3,3,1
10847,-117.91,253500,562,32,3058,0,569,1475,44.625,33.67,3,5,1
10848,-117.91,243300,1326,26,5761,0,1116,2681,40.341,33.66,3,2,2
10849,-117.91,180900,759,14,2598,0,703,1584,40.417,33.65,3,5,1
10850,-117.91,193800,505,21,1708,0,434,1099,3.225,33.66,3,5,1
10851,-117.9,161000,938,22,3568,0,938,1952,31.667,33.66,3,2,2
10852,-117.9,192600,91,4,456,0,84,623,66.369,33.66,3,5,1
10853,-117.9,316600,1675,13,9947,0,1582,4071,5.422,33.69,0,2,2
10854,-117.87,275000,768,4,2337,0,655,983,37.174,33.69,3,5,1
10855,-117.89,181300,1575,8,5278,0,1371,2389,33.409,33.68,3,2,2
10856,-117.88,233100,976,20,5330,0,1000,2734,52.138,33.69,3,2,2
10857,-117.86,152800,406,21,1795,0,400,2246,3.152,33.71,3,5,1
10858,-117.86,157500,42,36,191,0,37,208,3.375,33.71,3,5,1
10859,-117.87,155500,686,16,3397,0,621,1924,49.148,33.71,3,5,1
10860,-117.87,262500,340,13,1087,0,342,817,35.326,33.71,3,5,1
10861,-117.87,266400,607,17,3216,0,618,1916,49.153,33.7,3,5,1
10862,-117.87,246000,654,21,3648,0,628,2266,50.956,33.7,3,5,1
10863,-117.88,184900,297,27,1596,0,289,1703,4.1,33.71,3,5,1
10864,-117.88,185200,359,30,1739,0,369,1914,35.551,33.71,3,5,1
10865,-117.88,245000,509,20,1738,0,411,1403,31.742,33.71,3,5,1
10866,-117.88,225800,373,18,2135,0,405,1464,54.836,33.7,3,5,1
10867,-117.88,116700,1544,17,5122,0,1339,2966,34.835,33.7,3,2,2
10868,-117.88,240500,88,24,534,0,74,249,53.254,33.7,3,5,1
10869,-117.88,205400,358,16,1505,0,339,835,38.029,33.7,3,5,1
10870,-117.9,137500,117,36,443,0,115,577,36.875,33.72,3,5,1
10871,-117.91,182100,504,32,2436,0,516,2839,45.607,33.72,3,5,1
10872,-117.9,180700,562,33,2613,0,543,3150,43.899,33.72,3,5,1
10873,-117.9,155200,306,31,1171,0,301,1690,32.639,33.73,3,5,1
10874,-117.89,197800,847,25,4343,0,850,3872,4.65,33.72,3,2,2
10875,-117.89,183500,538,23,2305,0,502,2493,36.618,33.72,3,5,1
10876,-117.88,177500,355,32,1947,0,332,1786,45.726,33.73,3,5,1
10877,-117.88,165300,300,38,1421,0,263,1236,39.844,33.72,3,5,1
10878,-117.88,170000,352,36,1910,0,329,1593,3.89,33.72,3,5,1
10879,-117.9,260500,630,16,4208,0,662,2592,61.966,33.71,3,2,2
10880,-117.89,202400,260,23,1422,0,263,1092,47.422,33.71,3,5,1
10881,-117.89,233300,804,24,4365,0,753,2663,45.814,33.71,3,2,1
10882,-117.9,252000,317,16,1917,0,351,1324,62.488,33.71,3,5,1
10883,-117.89,266300,225,16,1591,0,239,926,62.452,33.71,3,5,1
10884,-117.9,305200,71,15,539,0,66,287,63.427,33.71,3,3,1
10885,-117.92,161700,538,15,3201,0,622,1510,42.708,33.7,3,5,1
10886,-117.91,145700,783,16,3113,0,715,1719,36.505,33.71,3,5,1
10887,-117.89,129200,572,13,1857,0,525,838,32.386,33.7,3,5,1
10888,-117.9,190800,1110,12,4695,0,989,2153,46.483,33.7,3,2,2
10889,-117.9,162500,686,15,2289,0,634,982,45.757,33.7,3,5,1
10890,-117.86,150500,268,31,1115,0,259,1369,35.694,33.73,3,5,1
10891,-117.86,157700,297,31,1194,0,306,1602,23.333,33.72,3,5,1
10892,-117.87,165900,669,39,3167,0,619,2789,35.902,33.72,3,5,1
10893,-117.87,174000,497,37,2216,0,506,2445,38.421,33.72,3,5,1
10894,-117.86,150600,428,37,1429,0,399,2089,3.413,33.72,3,5,1
10895,-117.86,159100,340,32,1461,0,346,1909,35.511,33.72,3,5,1
10896,-117.85,115000,574,28,1499,0,595,3328,24.539,33.73,3,5,1
10897,-117.84,175000,732,20,2572,0,669,1534,24.211,33.73,3,5,1
10898,-117.84,121400,1802,22,6072,0,1666,4715,31.353,33.74,3,2,2
10899,-117.84,134600,407,24,1752,0,427,910,33.611,33.74,3,5,1
10900,-117.84,112500,577,25,1818,0,532,1426,32.104,33.74,3,5,1
10901,-117.83,131500,522,23,1818,0,485,958,26.771,33.74,3,5,1
10902,-117.86,154200,49,5,187,0,51,207,1.8,33.75,3,5,1
10903,-117.86,173400,515,31,1761,0,468,1810,19.309,33.75,3,5,1
10904,-117.86,123200,599,6,1565,0,629,3157,29.271,33.75,0,5,1
10905,-117.86,117500,297,15,851,0,254,1326,28.289,33.76,3,5,1
10906,-117.85,159800,357,19,1248,0,328,1214,27.059,33.74,3,5,1
10907,-117.85,171400,632,27,2311,0,609,2936,25.651,33.75,3,5,1
10908,-117.86,165300,171,9,525,0,165,1257,3.375,33.74,3,5,1
10909,-117.86,175900,151,32,691,0,148,926,4.125,33.74,3,5,1
10910,-117.85,170800,1003,26,2589,0,983,5756,21.992,33.74,0,2,2
10911,-117.86,177400,108,23,407,0,96,647,3.775,33.73,3,5,1
10912,-117.86,182100,572,30,2651,0,552,3249,37.202,33.73,3,5,1
10913,-117.86,180200,456,26,1702,0,463,2776,26.385,33.73,3,5,1
10914,-117.87,158500,652,31,2338,0,631,3289,26.734,33.74,3,5,1
10915,-117.87,177000,538,45,2264,0,499,1970,34.193,33.73,3,5,1
10916,-117.87,172500,526,52,2411,0,521,2165,3.415,33.74,3,5,1
10917,-117.86,165600,642,38,2415,0,599,3242,3.425,33.74,3,5,1
10918,-117.86,159100,511,38,2284,0,504,2451,33.125,33.73,3,5,1
10919,-117.86,162500,630,34,2254,0,625,2984,2.5,33.74,3,5,1
10920,-117.89,177400,375,33,1308,0,347,2175,30.824,33.73,3,5,1
10921,-117.9,164100,833,32,2930,0,854,5116,37.147,33.73,0,2,2
10922,-117.9,166400,172,30,746,0,163,1048,4.1,33.73,3,5,1
10923,-117.88,163500,594,33,2291,0,589,3232,32.037,33.73,3,5,1
10924,-117.88,170500,498,36,2471,0,475,2594,3.75,33.73,3,5,1
10925,-117.89,139200,280,31,1205,0,301,1476,40.231,33.75,3,5,1
10926,-117.89,158400,365,32,1562,0,347,2145,29.167,33.74,3,5,1
10927,-117.89,160600,353,34,1759,0,330,2083,32.292,33.74,3,5,1
10928,-117.9,159500,291,28,1346,0,278,1575,3.425,33.75,3,5,1
10929,-117.9,180400,379,19,1566,0,330,1032,22.105,33.74,3,5,1
10930,-117.9,166700,442,18,1884,0,442,1915,23.783,33.74,3,5,1
10931,-117.91,183200,965,25,4273,0,922,2946,29.926,33.74,3,2,2
10932,-117.91,179900,512,26,2413,0,509,2867,47.639,33.73,3,5,1
10933,-117.9,178500,314,26,1324,0,311,1804,39.659,33.73,3,5,1
10934,-117.9,111000,955,24,2932,0,911,5516,27.535,33.74,0,2,2
10935,-117.9,173100,163,25,808,0,189,1066,47.679,33.74,3,5,1
10936,-117.9,151700,494,24,1435,0,504,3171,30.833,33.74,3,5,1
10937,-117.89,159000,145,32,660,0,113,959,3.75,33.74,3,5,1
10938,-117.89,154400,139,33,619,0,146,1217,46.875,33.74,3,5,1
10939,-117.89,163900,134,32,728,0,135,837,40.769,33.73,3,5,1
10940,-117.88,151800,590,10,1823,0,548,2176,15.026,33.75,3,5,1
10941,-117.88,151900,174,29,720,0,181,1045,31.964,33.74,3,5,1
10942,-117.88,159400,446,16,1444,0,441,2329,31.691,33.74,3,5,1
10943,-117.88,140300,296,31,1120,0,268,1718,28.077,33.74,3,5,1
10944,-117.87,158900,365,16,1243,0,376,1925,27.632,33.74,3,5,1
10945,-117.88,148500,642,19,2261,0,635,3545,25.224,33.74,3,5,2
10946,-117.88,163500,557,25,1799,0,538,3416,30.083,33.74,3,5,1
10947,-117.87,183300,1194,6,2992,0,1130,3800,2.246,33.76,0,2,2
10948,-117.87,144400,1916,14,5526,0,1796,6799,26.561,33.75,0,2,2
10949,-117.87,162500,255,18,697,0,221,812,26.635,33.75,3,5,1
10950,-117.86,158000,87,39,275,0,103,554,35.972,33.75,3,5,1
10951,-117.86,137500,598,13,1632,0,659,3356,15.054,33.75,3,5,1
10952,-117.87,102500,1077,12,2782,0,795,1968,0.971,33.75,3,2,1
10953,-117.87,350000,114,26,411,0,95,448,17.019,33.75,3,5,1
10954,-117.88,235500,677,37,2988,0,666,2354,34.345,33.76,3,5,1
10955,-117.88,205300,474,17,1768,0,436,1079,17.823,33.76,3,5,1
10956,-117.88,195400,228,50,1344,0,234,747,45.125,33.75,3,5,1
10957,-117.88,187200,673,34,3004,0,640,5477,28.342,33.75,0,2,2
10958,-117.9,176800,702,26,2678,0,685,3262,36.953,33.76,3,5,1
10959,-117.9,163000,431,32,1893,0,426,2245,37.143,33.75,3,5,1
10960,-117.89,177200,572,36,2656,0,571,2370,38.056,33.76,3,5,1
10961,-117.89,170100,654,34,2753,0,631,3117,31.713,33.75,3,5,1
10962,-117.88,187500,421,26,1813,0,343,1235,35.972,33.78,3,5,1
10963,-117.88,288800,355,31,2549,0,362,1044,69.737,33.77,3,3,1
10964,-117.88,237400,670,26,3141,0,724,1572,33.472,33.78,3,5,1
10965,-117.89,195000,570,32,2342,0,453,1445,41.951,33.77,3,5,1
10966,-117.89,189600,343,35,1799,0,368,1239,39.219,33.77,3,5,1
10967,-117.89,192700,210,34,1050,0,201,723,4.8,33.76,3,5,1
10968,-117.87,320300,356,52,2512,0,365,978,80.784,33.77,3,3,1
10969,-117.87,311300,851,37,4943,0,788,2164,41.071,33.76,3,2,1
10970,-117.86,240300,655,39,4159,0,651,1669,46.111,33.77,3,5,1
10971,-117.86,205300,561,34,3153,0,532,1679,47.083,33.76,3,5,1
10972,-117.84,218800,423,14,1458,0,365,615,42.798,33.76,3,5,1
10973,-117.85,204700,525,26,2312,0,437,1273,28.828,33.76,3,5,1
10974,-117.84,215700,51,16,238,0,50,93,5.375,33.76,3,5,1
10975,-117.84,219400,78,22,378,0,81,196,36.806,33.76,3,5,1
10976,-117.84,139500,1161,16,4367,0,1005,2164,40.214,33.75,3,2,2
10977,-117.85,213800,327,33,1866,0,371,1053,45.461,33.76,3,5,1
10978,-117.84,206500,952,14,4412,0,874,1656,43.292,33.77,3,2,2
10979,-117.85,233100,1204,23,5928,0,1150,3570,40.398,33.77,3,2,2
10980,-117.84,249100,581,26,3350,0,550,1314,35.195,33.77,3,5,1
10981,-117.84,229600,409,26,2110,0,407,1146,43.698,33.76,3,5,1
10982,-117.83,296400,1174,22,6433,0,1125,2703,49.957,33.75,3,2,2
10983,-117.82,236500,535,30,2910,0,489,1270,46.161,33.75,3,5,1
10984,-117.82,146500,209,24,893,0,197,342,28.261,33.75,3,5,1
10985,-117.82,137800,680,25,2720,0,631,1559,30.958,33.74,3,5,1
10986,-117.83,210200,601,34,2660,0,567,1475,34.152,33.75,3,5,1
10987,-117.81,252200,636,23,3498,0,642,1574,5.021,33.75,3,5,1
10988,-117.8,247200,551,30,3569,0,537,1540,52.998,33.74,3,5,1
10989,-117.81,252800,1345,19,5471,0,1247,2828,35.719,33.73,3,2,2
10990,-117.81,216900,649,24,2696,0,626,1908,33.047,33.74,3,5,1
10991,-117.81,140600,975,19,4022,0,954,2334,30.305,33.73,3,2,2
10992,-117.81,234200,556,23,3056,0,555,1508,47.273,33.73,3,5,1
10993,-117.82,137000,772,23,2542,0,675,1720,38.703,33.73,3,5,1
10994,-117.82,225000,190,24,845,0,190,482,47.039,33.73,3,5,1
10995,-117.82,223000,258,27,1270,0,264,809,50.162,33.73,3,5,1
10996,-117.83,183600,1623,23,6114,0,1521,4088,30.382,33.74,3,2,2
10997,-117.83,160400,1597,20,5768,0,1465,4853,35.387,33.73,3,2,2
10998,-117.8,366800,345,27,2655,0,335,1017,69.014,33.76,3,3,1
10999,-117.79,487200,252,25,2037,0,249,796,110.546,33.76,3,3,1
11000,-117.79,500001,345,26,2893,0,326,983,13.466,33.75,3,3,1
11001,-117.79,500001,377,26,2955,0,373,1074,93.845,33.75,3,3,1
11002,-117.8,286600,488,29,3058,0,474,1197,53.903,33.75,3,5,1
11003,-117.8,290200,453,33,2890,0,452,1300,65.616,33.74,3,3,1
11004,-117.81,227800,471,25,2365,0,458,1197,37.031,33.75,3,5,1
11005,-117.79,451300,451,23,3596,0,458,1292,85.403,33.77,3,3,1
11006,-117.79,439000,553,21,4349,0,519,1680,69.014,33.77,3,3,1
11007,-117.78,500001,261,25,2260,0,254,719,114.537,33.76,3,3,1
11008,-117.78,481500,1283,6,9792,0,1179,3744,101.714,33.78,0,2,3
11009,-117.76,374000,1268,4,8974,0,1241,3754,82.653,33.79,0,2,2
11010,-117.77,500001,402,19,3532,0,426,1200,110.124,33.76,3,3,1
11011,-117.82,324600,301,32,2308,0,320,967,70.565,33.77,3,3,1
11012,-117.83,203200,642,22,2956,0,558,1342,41.151,33.77,3,5,1
11013,-117.83,285400,853,26,4931,0,818,2249,4.275,33.77,3,2,1
11014,-117.82,287800,449,27,3230,0,448,1193,65.308,33.76,3,3,1
11015,-117.82,359200,314,27,2578,0,340,976,71.882,33.77,3,3,1
11016,-117.82,265600,428,33,2774,0,407,1229,62.944,33.76,3,3,1
11017,-117.81,281800,339,32,2053,0,323,835,55.654,33.76,3,5,1
11018,-117.8,349500,707,29,5436,0,685,2046,87.496,33.77,3,3,1
11019,-117.81,334600,624,31,4624,0,635,1852,72.392,33.77,3,3,1
11020,-117.81,477100,884,8,7326,0,798,2569,10.157,33.83,0,2,2
11021,-117.83,377600,489,13,3759,0,499,1496,83.818,33.83,3,3,1
11022,-117.83,231400,547,23,2775,0,510,1226,36.707,33.83,3,5,1
11023,-117.82,165600,647,15,3207,0,595,1414,40.484,33.8,3,5,1
11024,-117.83,218100,236,29,1454,0,262,724,48.542,33.79,3,5,1
11025,-117.82,222300,633,26,2641,0,617,3657,41.339,33.79,3,5,1
11026,-117.83,221000,758,30,4713,0,730,2271,58.622,33.8,3,2,1
11027,-117.83,196000,409,31,2016,0,405,1095,38.681,33.8,3,5,1
11028,-117.84,235700,460,37,2733,0,476,1378,53.041,33.79,3,5,1
11029,-117.83,220100,513,25,2070,0,460,1078,29.312,33.79,3,5,1
11030,-117.84,199600,603,34,2590,0,608,1658,2.378,33.79,3,5,1
11031,-117.84,229200,434,26,2577,0,432,1086,46.125,33.78,3,5,1
11032,-117.84,248000,787,24,3817,0,713,1656,4.25,33.78,3,5,1
11033,-117.81,211900,610,23,3114,0,577,2045,3.75,33.79,3,5,1
11034,-117.82,318500,645,25,4977,0,646,2061,6.58,33.78,3,5,1
11035,-117.81,270500,507,27,3589,0,495,1484,57.934,33.78,3,5,1
11036,-117.82,274700,667,28,4485,0,685,2048,54.562,33.78,3,5,1
11037,-117.81,500001,319,20,2819,0,319,1019,122.092,33.82,3,3,1
11038,-117.8,500001,350,17,2971,0,346,1180,111.228,33.83,3,3,1
11039,-117.82,500001,372,22,3173,0,355,1181,83.637,33.82,3,3,1
11040,-117.81,431800,390,19,3154,0,384,1404,89.257,33.81,3,3,1
11041,-117.81,500001,335,22,2898,0,324,1057,108.111,33.82,3,3,1
11042,-117.82,456900,304,19,2556,0,260,822,99.055,33.81,3,3,1
11043,-117.83,267600,456,26,3259,0,459,1354,57.817,33.82,3,5,1
11044,-117.83,150000,285,23,1100,0,267,940,36.953,33.82,3,5,1
11045,-117.83,225600,895,24,3550,0,834,2828,28.403,33.81,3,2,2
11046,-117.82,244000,402,25,2662,0,401,1247,54.395,33.81,3,5,1
11047,-117.83,234200,315,28,1972,0,326,970,54.298,33.81,3,5,1
11048,-117.82,236700,345,30,2260,0,341,1182,60.705,33.81,3,5,1
11049,-117.85,2e+05,383,46,1846,0,336,867,34.234,33.79,3,5,1
11050,-117.85,236800,403,52,2102,0,365,898,36.827,33.79,3,5,1
11051,-117.86,146400,922,31,3523,0,949,2660,31.792,33.79,3,2,2
11052,-117.85,211000,430,52,1963,0,415,1197,38.929,33.79,3,5,1
11053,-117.85,212100,870,23,3187,0,852,1977,33.939,33.78,3,2,1
11054,-117.86,215000,660,25,2635,0,634,1710,3.125,33.78,3,5,1
11055,-117.85,225000,511,16,2186,0,466,908,4.575,33.77,3,5,1
11056,-117.85,236400,336,40,1251,0,343,729,24.688,33.79,3,5,1
11057,-117.86,187500,408,34,1883,0,424,1227,38.929,33.79,3,5,1
11058,-117.86,178800,731,21,2713,0,722,1952,26.959,33.78,3,5,1
11059,-117.87,168500,573,21,2487,0,494,1515,43.039,33.78,3,5,1
11060,-117.87,173500,567,19,2813,0,596,1334,47.208,33.78,3,5,1
11061,-117.87,186000,522,30,2022,0,463,1196,37.454,33.78,3,5,1
11062,-117.86,190400,347,35,1683,0,335,1242,35.172,33.8,3,5,1
11063,-117.86,194500,191,42,1024,0,187,483,4.105,33.79,3,5,1
11064,-117.87,219900,545,25,2546,0,521,1543,4.192,33.79,3,5,1
11065,-117.88,190300,295,32,1484,0,295,928,51.418,33.79,3,5,1
11066,-117.89,193800,1747,16,6352,0,1649,5085,28.835,33.78,3,2,2
11067,-117.9,197900,2596,25,10336,0,2419,7111,33.627,33.78,0,4,3
11068,-117.85,271700,280,26,2095,0,261,793,66.719,33.84,3,3,1
11069,-117.86,159400,392,19,1725,0,400,920,30.087,33.84,3,5,1
11070,-117.85,247300,502,17,2830,0,459,1370,51.785,33.84,3,5,1
11071,-117.85,232400,292,26,1904,0,303,945,56.784,33.83,3,5,1
11072,-117.86,227100,403,23,2377,0,408,1101,53.439,33.83,3,5,1
11073,-117.84,219400,864,23,4388,0,846,2526,45.217,33.84,3,2,2
11074,-117.86,153100,480,34,1793,0,441,1722,28.235,33.8,3,5,1
11075,-117.85,248100,767,26,4186,0,777,2447,49.917,33.81,3,2,1
11076,-117.85,234500,322,32,1766,0,330,876,40.417,33.81,3,5,1
11077,-117.85,216700,283,34,1593,0,255,872,3.825,33.8,3,5,1
11078,-117.85,194100,286,40,1461,0,264,1322,43.269,33.8,3,5,1
11079,-117.84,244900,1025,26,5574,0,988,2607,40.324,33.81,3,2,2
11080,-117.84,222100,251,35,1490,0,257,629,43.661,33.8,3,5,1
11081,-117.84,230600,331,34,2004,0,328,843,3.59,33.8,3,5,1
11082,-117.86,230900,291,9,1682,0,271,1015,66.603,33.82,3,5,1
11083,-117.84,251200,1689,24,10281,0,1629,4926,47.946,33.82,0,2,2
11084,-117.84,232600,1129,23,6157,0,1073,2817,50.629,33.84,3,2,2
11085,-117.89,182800,744,35,3315,0,687,2425,35.521,33.84,3,5,1
11086,-117.89,200800,446,35,2984,0,455,1435,56.276,33.83,3,5,1
11087,-117.9,211800,611,33,3065,0,606,2204,38.456,33.83,3,5,1
11088,-117.89,179100,298,21,1591,0,297,904,48.906,33.82,3,5,1
11089,-117.89,187500,12,38,51,0,10,41,60.224,33.8,3,5,1
11090,-117.89,216200,210,24,1268,0,224,700,50.605,33.82,3,5,1
11091,-117.89,140500,809,18,3197,0,726,1894,36.761,33.82,3,5,1
11092,-117.87,280100,536,15,3082,0,531,1268,37.604,33.81,3,5,1
11093,-117.87,235400,729,10,3381,0,636,1584,53.812,33.84,3,5,1
11094,-117.88,238500,290,26,1499,0,277,755,35.893,33.84,3,5,1
11095,-117.88,223800,712,31,3301,0,682,1532,37.303,33.84,3,5,1
11096,-117.87,231000,538,27,2287,0,351,1140,56.163,33.83,3,5,1
11097,-117.88,241200,543,22,3522,0,524,1706,64.685,33.83,3,5,1
11098,-117.88,266700,248,25,1785,0,251,750,68.407,33.83,3,3,1
11099,-117.88,225000,705,17,2247,0,618,1382,38.631,33.82,3,5,1
11100,-117.88,232000,298,26,1783,0,306,1048,60.488,33.82,3,5,1
11101,-117.87,249400,346,26,2435,0,350,1088,59.397,33.82,3,5,1
11102,-117.88,223900,781,26,3924,0,725,2332,37.772,33.85,3,2,1
11103,-117.88,224700,185,34,1127,0,181,588,4.375,33.85,3,5,1
11104,-117.88,213900,214,34,1410,0,240,837,61.168,33.84,3,5,1
11105,-117.88,225000,237,33,1526,0,245,906,51.782,33.84,3,5,1
11106,-117.9,187100,764,31,3413,0,728,2326,4.325,33.85,3,5,1
11107,-117.9,193500,328,35,1756,0,332,1026,3.6,33.85,3,5,1
11108,-117.89,273000,414,18,2036,0,380,1292,3.875,33.85,3,5,1
11109,-117.9,186200,314,32,1605,0,306,986,33.375,33.85,3,5,1
11110,-117.89,201300,474,13,1583,0,432,1672,32.303,33.85,3,5,1
11111,-117.9,187400,468,31,2043,0,454,1524,35.329,33.84,3,5,1
11112,-117.89,195100,374,33,1587,0,331,1159,28.021,33.84,3,5,1
11113,-117.88,225000,351,25,1234,0,285,507,23.173,33.85,3,5,1
11114,-117.88,262700,349,25,1781,0,378,918,39.286,33.84,3,5,1
11115,-117.87,237300,369,23,1678,0,347,912,4.5,33.84,3,5,1
11116,-117.87,231400,414,25,1928,0,385,961,40.724,33.84,3,5,1
11117,-117.87,139000,354,16,1545,0,350,730,45.112,33.84,3,5,1
11118,-117.87,249200,410,17,2395,0,399,1224,51.182,33.84,3,5,1
11119,-117.85,254100,1065,17,4678,0,1020,2427,42.276,33.85,3,2,2
11120,-117.86,158500,236,17,1131,0,244,622,49.306,33.85,3,5,1
11121,-117.92,166100,532,38,2082,0,510,1592,23.704,33.85,3,5,1
11122,-117.92,223000,394,45,2019,0,377,1549,46.111,33.84,3,5,1
11123,-117.92,170100,258,44,1231,0,244,682,32.344,33.85,3,5,1
11124,-117.91,156700,258,35,932,0,267,1147,27.014,33.85,3,5,1
11125,-117.91,175400,324,35,1244,0,322,1603,29.583,33.84,3,5,1
11126,-117.91,180000,289,22,1178,0,294,865,3.025,33.85,3,5,1
11127,-117.91,162500,482,29,1570,0,430,1849,26.563,33.84,3,5,1
11128,-117.93,118100,544,27,1962,0,481,1492,19.621,33.85,3,5,1
11129,-117.94,168600,429,26,1888,0,458,1550,33.393,33.85,3,5,1
11130,-117.93,178400,546,33,2489,0,444,1857,29.474,33.85,3,5,1
11131,-117.93,183900,465,31,2149,0,302,966,3.875,33.85,3,5,1
11132,-117.93,163900,288,25,1026,0,283,1646,42.019,33.85,3,5,1
11133,-117.93,196900,416,36,2147,0,392,1011,32.188,33.85,3,5,1
11134,-117.94,186200,121,37,588,0,104,436,4.275,33.85,3,5,1
11135,-117.93,189900,653,23,2870,0,598,1680,32.301,33.84,3,5,1
11136,-117.95,203500,1426,13,6963,0,1375,3892,41.325,33.85,3,2,2
11137,-117.96,189200,191,35,1175,0,186,568,4.125,33.85,3,5,1
11138,-117.97,182900,476,30,2513,0,472,1611,40.061,33.85,3,5,1
11139,-117.96,185700,365,36,1951,0,358,1254,48.438,33.85,3,5,1
11140,-117.95,183700,492,32,1378,0,448,1202,34.028,33.84,3,5,1
11141,-117.95,173400,406,19,1749,0,391,969,3.75,33.84,3,5,1
11142,-117.95,180000,215,34,1229,0,218,1035,35.455,33.84,3,5,1
11143,-117.94,135400,831,25,4016,0,774,2166,31.884,33.84,3,2,1
11144,-117.94,182100,207,28,604,0,212,615,36.214,33.84,3,5,1
11145,-117.98,181500,377,23,2089,0,362,1085,4.765,33.85,3,5,1
11146,-117.98,191100,439,33,2291,0,405,1187,39.539,33.84,3,5,1
11147,-117.98,189600,179,35,984,0,199,661,50.747,33.84,3,5,1
11148,-117.97,170700,147,45,818,0,152,546,51.057,33.85,3,5,1
11149,-117.96,186300,537,31,2265,0,507,1617,34.583,33.84,3,5,1
11150,-117.97,186800,153,34,874,0,153,549,48.667,33.84,3,5,1
11151,-117.97,190200,128,35,793,0,137,589,5.25,33.84,3,5,1
11152,-117.97,191700,518,25,2471,0,500,1539,42.679,33.84,3,5,1
11153,-117.97,219000,209,18,1063,0,223,462,28.348,33.84,3,5,1
11154,-117.99,255500,547,31,2982,0,570,1895,49.115,33.84,3,5,1
11155,-117.97,187500,564,16,2035,0,503,1118,32.546,33.83,3,5,1
11156,-117.98,220700,225,31,1252,0,226,714,46.042,33.84,3,5,1
11157,-117.98,185800,992,17,3506,0,893,2104,33.006,33.83,3,2,2
11158,-118,204700,580,21,2253,0,500,1536,32.326,33.82,3,5,1
11159,-118.01,225900,380,31,1960,0,356,1356,40.625,33.82,3,5,1
11160,-118.01,202300,1374,24,4639,0,1257,3093,25.577,33.83,3,2,2
11161,-118.01,219600,268,23,1086,0,250,825,24.609,33.83,3,5,1
11162,-118,196100,385,26,1718,0,368,1022,39.333,33.83,3,5,1
11163,-118,212500,580,24,2578,0,529,1217,22.401,33.83,3,5,1
11164,-118,224800,559,18,2947,0,551,1820,45.294,33.82,3,5,1
11165,-117.99,199000,835,25,3434,0,657,1749,32.539,33.83,3,5,1
11166,-117.99,252100,528,19,1991,0,460,1202,31.538,33.82,3,5,1
11167,-117.99,191400,252,35,1484,0,248,916,52.657,33.83,3,5,1
11168,-117.99,215500,475,33,2342,0,509,1367,41.167,33.82,3,5,1
11169,-117.98,228500,932,17,3419,0,766,2460,32.823,33.83,3,2,2
11170,-117.98,2e+05,175,34,1038,0,174,578,49.219,33.82,3,5,1
11171,-117.98,218100,220,34,1290,0,241,867,55.486,33.82,3,5,1
11172,-117.98,230800,166,32,1133,0,187,523,6.213,33.83,3,5,1
11173,-117.97,200900,688,22,3310,0,674,1807,40.185,33.83,3,5,1
11174,-117.97,205200,504,26,2335,0,502,1121,29.891,33.82,3,5,1
11175,-117.97,197700,985,26,4013,0,922,2442,37.655,33.82,3,2,2
11176,-117.96,197400,649,30,2838,0,593,1758,33.831,33.83,3,5,1
11177,-117.96,137500,770,18,2067,0,541,870,31.315,33.83,3,5,1
11178,-117.96,298900,176,29,1194,0,170,474,61.001,33.83,3,3,1
11179,-117.95,171400,815,18,3418,0,773,1961,3.65,33.84,3,5,1
11180,-117.94,350000,192,20,812,0,172,494,3.25,33.83,3,5,1
11181,-117.95,217800,389,31,2421,0,413,1348,49.394,33.83,3,5,1
11182,-117.94,215400,212,34,1347,0,201,676,38.828,33.82,3,5,1
11183,-117.94,196900,326,27,1366,0,325,878,3.4,33.82,3,5,1
11184,-117.95,213200,640,29,2929,0,584,1618,36.875,33.82,3,5,1
11185,-117.95,216700,207,35,1107,0,210,641,50.599,33.83,3,5,1
11186,-117.96,220800,148,34,982,0,156,498,63.214,33.83,3,5,1
11187,-117.95,210900,237,36,1380,0,234,690,38.214,33.83,3,5,1
11188,-117.93,186300,411,32,1792,0,381,1131,24.942,33.83,3,5,1
11189,-117.92,187200,405,36,2360,0,386,1479,43.583,33.82,3,5,1
11190,-117.94,208100,409,29,1422,0,390,1057,23.347,33.82,3,5,1
11191,-117.94,228600,955,24,4735,0,868,2600,50.764,33.82,3,2,2
11192,-117.93,198800,555,28,2444,0,567,1848,30.179,33.82,3,5,1
11193,-117.92,220000,263,38,1316,0,278,671,32.969,33.84,3,5,1
